drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB00014,DB01132,Goserelin,Pioglitazone,therapeutic efficacy
DB00014,DB01251,Goserelin,Gliquidone,therapeutic efficacy
DB00014,DB01252,Goserelin,Mitiglinide,therapeutic efficacy
DB00014,DB01261,Goserelin,Sitagliptin,therapeutic efficacy
DB00014,DB01278,Goserelin,Pramlintide,therapeutic efficacy
DB00014,DB04876,Goserelin,Vildagliptin,therapeutic efficacy
DB00014,DB04878,Goserelin,Voglibose,therapeutic efficacy
DB00014,DB06203,Goserelin,Alogliptin,therapeutic efficacy
DB00014,DB06335,Goserelin,Saxagliptin,therapeutic efficacy
DB00014,DB08882,Goserelin,Linagliptin,therapeutic efficacy
DB00014,DB08907,Goserelin,Canagliflozin,therapeutic efficacy
DB00014,DB09038,Goserelin,Empagliflozin,therapeutic efficacy
DB00027,DB06589,Gramicidin D,Pazopanib,serum concentration
DB00027,DB06207,Gramicidin D,Silodosin,serum concentration
DB00027,DB01030,Gramicidin D,Topotecan,serum concentration
DB00027,DB06616,Gramicidin D,Bosutinib,serum concentration
DB00027,DB09075,Gramicidin D,Edoxaban,serum concentration
DB00027,DB00997,Gramicidin D,Doxorubicin,serum concentration
DB00027,DB09268,Gramicidin D,Picosulfuric acid,therapeutic efficacy
DB00027,DB01590,Gramicidin D,Everolimus,serum concentration
DB00027,DB08916,Gramicidin D,Afatinib,serum concentration
DB00027,DB01394,Gramicidin D,Colchicine,serum concentration
DB00027,DB06695,Gramicidin D,Dabigatran etexilate,serum concentration of active metabolites
DB00027,DB09027,Gramicidin D,Ledipasvir,serum concentration
DB00027,DB09049,Gramicidin D,Naloxegol,serum concentration
DB00027,DB06480,Gramicidin D,Prucalopride,serum concentration
DB00027,DB00243,Gramicidin D,Ranolazine,serum concentration
DB00027,DB01220,Gramicidin D,Rifaximin,serum concentration
DB00027,DB00541,Gramicidin D,Vincristine,excretion
DB00035,DB06212,Desmopressin,Tolvaptan,therapeutic efficacy
DB00035,DB00321,Desmopressin,Amitriptyline,risk or severity of adverse effects
DB00035,DB00344,Desmopressin,Protriptyline,risk or severity of adverse effects
DB00035,DB00458,Desmopressin,Imipramine,risk or severity of adverse effects
DB00035,DB00540,Desmopressin,Nortriptyline,risk or severity of adverse effects
DB00035,DB00726,Desmopressin,Trimipramine,risk or severity of adverse effects
DB00035,DB01142,Desmopressin,Doxepin,risk or severity of adverse effects
DB00035,DB01151,Desmopressin,Desipramine,risk or severity of adverse effects
DB00035,DB01242,Desmopressin,Clomipramine,risk or severity of adverse effects
DB00035,DB09016,Desmopressin,Butriptyline,risk or severity of adverse effects
DB00035,DB13114,Desmopressin,Amitriptylinoxide,risk or severity of adverse effects
DB00035,DB08996,Desmopressin,Dimetacrine,risk or severity of adverse effects
DB00035,DB09167,Desmopressin,Dosulepin,risk or severity of adverse effects
DB00035,DB09289,Desmopressin,Tianeptine,risk or severity of adverse effects
DB00035,DB00543,Desmopressin,Amoxapine,risk or severity of adverse effects
DB00035,DB00465,Desmopressin,Ketorolac,risk or severity of adverse effects
DB00035,DB00586,Desmopressin,Diclofenac,risk or severity of adverse effects
DB00035,DB00712,Desmopressin,Flurbiprofen,risk or severity of adverse effects
DB00035,DB00963,Desmopressin,Bromfenac,risk or severity of adverse effects
DB00035,DB06802,Desmopressin,Nepafenac,risk or severity of adverse effects
DB00035,DB00179,Desmopressin,Masoprocol,risk or severity of adverse effects
DB00035,DB00210,Desmopressin,Adapalene,risk or severity of adverse effects
DB00035,DB00244,Desmopressin,Mesalazine,risk or severity of adverse effects
DB00035,DB00328,Desmopressin,Indomethacin,risk or severity of adverse effects
DB00035,DB00337,Desmopressin,Pimecrolimus,risk or severity of adverse effects
DB00035,DB00461,Desmopressin,Nabumetone,risk or severity of adverse effects
DB00035,DB00469,Desmopressin,Tenoxicam,risk or severity of adverse effects
DB00035,DB00482,Desmopressin,Celecoxib,risk or severity of adverse effects
DB00035,DB00500,Desmopressin,Tolmetin,risk or severity of adverse effects
DB00035,DB00533,Desmopressin,Rofecoxib,risk or severity of adverse effects
DB00035,DB00554,Desmopressin,Piroxicam,risk or severity of adverse effects
DB00035,DB00573,Desmopressin,Fenoprofen,risk or severity of adverse effects
DB00035,DB00580,Desmopressin,Valdecoxib,risk or severity of adverse effects
DB00035,DB00605,Desmopressin,Sulindac,risk or severity of adverse effects
DB00035,DB00608,Desmopressin,Chloroquine,risk or severity of adverse effects
DB00035,DB00688,Desmopressin,Mycophenolate mofetil,risk or severity of adverse effects
DB00035,DB00735,Desmopressin,Naftifine,risk or severity of adverse effects
DB00035,DB00744,Desmopressin,Zileuton,risk or severity of adverse effects
DB00035,DB00749,Desmopressin,Etodolac,risk or severity of adverse effects
DB00035,DB00768,Desmopressin,Olopatadine,risk or severity of adverse effects
DB00035,DB00784,Desmopressin,Mefenamic acid,risk or severity of adverse effects
DB00035,DB00788,Desmopressin,Naproxen,risk or severity of adverse effects
DB00035,DB00795,Desmopressin,Sulfasalazine,risk or severity of adverse effects
DB00035,DB00812,Desmopressin,Phenylbutazone,risk or severity of adverse effects
DB00035,DB00814,Desmopressin,Meloxicam,risk or severity of adverse effects
DB00035,DB00821,Desmopressin,Carprofen,risk or severity of adverse effects
DB00035,DB00861,Desmopressin,Diflunisal,risk or severity of adverse effects
DB00035,DB00870,Desmopressin,Suprofen,risk or severity of adverse effects
DB00035,DB00936,Desmopressin,Salicylic acid,risk or severity of adverse effects
DB00035,DB00939,Desmopressin,Meclofenamic acid,risk or severity of adverse effects
DB00035,DB00945,Desmopressin,Acetylsalicylic acid,risk or severity of adverse effects
DB00035,DB00972,Desmopressin,Azelastine,risk or severity of adverse effects
DB00035,DB00991,Desmopressin,Oxaprozin,risk or severity of adverse effects
DB00035,DB01009,Desmopressin,Ketoprofen,risk or severity of adverse effects
DB00035,DB01014,Desmopressin,Balsalazide,risk or severity of adverse effects
DB00035,DB01024,Desmopressin,Mycophenolic acid,risk or severity of adverse effects
DB00035,DB01050,Desmopressin,Ibuprofen,risk or severity of adverse effects
DB00035,DB01097,Desmopressin,Leflunomide,risk or severity of adverse effects
DB00035,DB01250,Desmopressin,Olsalazine,risk or severity of adverse effects
DB00035,DB01283,Desmopressin,Lumiracoxib,risk or severity of adverse effects
DB00035,DB01397,Desmopressin,Magnesium salicylate,risk or severity of adverse effects
DB00035,DB01399,Desmopressin,Salsalate,risk or severity of adverse effects
DB00035,DB01401,Desmopressin,Choline magnesium trisalicylate,risk or severity of adverse effects
DB00035,DB01435,Desmopressin,Antipyrine,risk or severity of adverse effects
DB00035,DB01600,Desmopressin,Tiaprofenic acid,risk or severity of adverse effects
DB00035,DB01628,Desmopressin,Etoricoxib,risk or severity of adverse effects
DB00035,DB02709,Desmopressin,Resveratrol,risk or severity of adverse effects
DB00035,DB03585,Desmopressin,Oxyphenbutazone,risk or severity of adverse effects
DB00035,DB04552,Desmopressin,Niflumic Acid,risk or severity of adverse effects
DB00035,DB04743,Desmopressin,Nimesulide,risk or severity of adverse effects
DB00035,DB04817,Desmopressin,Metamizole,risk or severity of adverse effects
DB00035,DB04951,Desmopressin,Pirfenidone,risk or severity of adverse effects
DB00035,DB05676,Desmopressin,Apremilast,risk or severity of adverse effects
DB00035,DB06196,Desmopressin,Icatibant,risk or severity of adverse effects
DB00035,DB06725,Desmopressin,Lornoxicam,risk or severity of adverse effects
DB00035,DB06736,Desmopressin,Aceclofenac,risk or severity of adverse effects
DB00035,DB06737,Desmopressin,Zaltoprofen,risk or severity of adverse effects
DB00035,DB06739,Desmopressin,Seratrodast,risk or severity of adverse effects
DB00035,DB07615,Desmopressin,Tranilast,risk or severity of adverse effects
DB00035,DB08439,Desmopressin,Parecoxib,risk or severity of adverse effects
DB00035,DB08797,Desmopressin,Salicylamide,risk or severity of adverse effects
DB00035,DB08880,Desmopressin,Teriflunomide,risk or severity of adverse effects
DB00035,DB08976,Desmopressin,Floctafenine,risk or severity of adverse effects
DB00035,DB08981,Desmopressin,Fenbufen,risk or severity of adverse effects
DB00035,DB08984,Desmopressin,Etofenamate,risk or severity of adverse effects
DB00035,DB08991,Desmopressin,Epirizole,risk or severity of adverse effects
DB00035,DB09212,Desmopressin,Loxoprofen,risk or severity of adverse effects
DB00035,DB09216,Desmopressin,Tolfenamic Acid,risk or severity of adverse effects
DB00035,DB09218,Desmopressin,Clonixin,risk or severity of adverse effects
DB00035,DB09288,Desmopressin,Propacetamol,risk or severity of adverse effects
DB00035,DB11672,Desmopressin,Curcumin,risk or severity of adverse effects
DB00035,DB12598,Desmopressin,Nafamostat,risk or severity of adverse effects
DB00035,DB13063,Desmopressin,Parthenolide,risk or severity of adverse effects
DB00035,DB13167,Desmopressin,Alclofenac,risk or severity of adverse effects
DB00035,DB13346,Desmopressin,Bufexamac,risk or severity of adverse effects
DB00035,DB13783,Desmopressin,Acemetacin,risk or severity of adverse effects
DB00035,DB09084,Desmopressin,Benzydamine,risk or severity of adverse effects
DB00035,DB00193,Desmopressin,Tramadol,risk or severity of adverse effects
DB00035,DB00295,Desmopressin,Morphine,risk or severity of adverse effects
DB00035,DB00327,Desmopressin,Hydromorphone,risk or severity of adverse effects
DB00035,DB00333,Desmopressin,Methadone,risk or severity of adverse effects
DB00035,DB00454,Desmopressin,Pethidine,risk or severity of adverse effects
DB00035,DB00497,Desmopressin,Oxycodone,risk or severity of adverse effects
DB00035,DB00611,Desmopressin,Butorphanol,risk or severity of adverse effects
DB00035,DB00647,Desmopressin,Dextropropoxyphene,risk or severity of adverse effects
DB00035,DB00652,Desmopressin,Pentazocine,risk or severity of adverse effects
DB00035,DB00813,Desmopressin,Fentanyl,risk or severity of adverse effects
DB00035,DB00844,Desmopressin,Nalbuphine,risk or severity of adverse effects
DB00035,DB00921,Desmopressin,Buprenorphine,risk or severity of adverse effects
DB00035,DB01209,Desmopressin,Dezocine,risk or severity of adverse effects
DB00035,DB01551,Desmopressin,Dihydrocodeine,risk or severity of adverse effects
DB00035,DB06738,Desmopressin,Ketobemidone,risk or severity of adverse effects
DB00035,DB12492,Desmopressin,Piritramide,risk or severity of adverse effects
DB00035,DB00318,Desmopressin,Codeine,risk or severity of adverse effects
DB00035,DB00708,Desmopressin,Sufentanil,risk or severity of adverse effects
DB00035,DB00802,Desmopressin,Alfentanil,risk or severity of adverse effects
DB00035,DB00854,Desmopressin,Levorphanol,risk or severity of adverse effects
DB00035,DB00899,Desmopressin,Remifentanil,risk or severity of adverse effects
DB00035,DB00956,Desmopressin,Hydrocodone,risk or severity of adverse effects
DB00035,DB01081,Desmopressin,Diphenoxylate,risk or severity of adverse effects
DB00035,DB01192,Desmopressin,Oxymorphone,risk or severity of adverse effects
DB00035,DB01227,Desmopressin,Levomethadyl Acetate,risk or severity of adverse effects
DB00035,DB01433,Desmopressin,Methadyl Acetate,risk or severity of adverse effects
DB00035,DB01452,Desmopressin,Heroin,risk or severity of adverse effects
DB00035,DB01466,Desmopressin,Ethylmorphine,risk or severity of adverse effects
DB00035,DB11609,Desmopressin,Normethadone,risk or severity of adverse effects
DB00035,DB06204,Desmopressin,Tapentadol,risk or severity of adverse effects
DB00035,DB00476,Desmopressin,Duloxetine,risk or severity of adverse effects
DB00035,DB01149,Desmopressin,Nefazodone,risk or severity of adverse effects
DB00035,DB06700,Desmopressin,Desvenlafaxine,risk or severity of adverse effects
DB00035,DB04896,Desmopressin,Milnacipran,risk or severity of adverse effects
DB00035,DB00285,Desmopressin,Venlafaxine,risk or severity of adverse effects
DB00035,DB08918,Desmopressin,Levomilnacipran,risk or severity of adverse effects
DB00035,DB00176,Desmopressin,Fluvoxamine,risk or severity of adverse effects
DB00035,DB00215,Desmopressin,Citalopram,risk or severity of adverse effects
DB00035,DB00472,Desmopressin,Fluoxetine,risk or severity of adverse effects
DB00035,DB00715,Desmopressin,Paroxetine,risk or severity of adverse effects
DB00035,DB01104,Desmopressin,Sertraline,risk or severity of adverse effects
DB00035,DB01175,Desmopressin,Escitalopram,risk or severity of adverse effects
DB00035,DB00564,Desmopressin,Carbamazepine,risk or severity of adverse effects
DB00035,DB00477,Desmopressin,Chlorpromazine,risk or severity of adverse effects
DB00035,DB00618,Desmopressin,Demeclocycline,therapeutic efficacy
DB00035,DB00555,Desmopressin,Lamotrigine,risk or severity of adverse effects
DB00080,DB09268,Daptomycin,Picosulfuric acid,therapeutic efficacy
DB00080,DB00175,Daptomycin,Pravastatin,risk or severity of adverse effects
DB00080,DB00227,Daptomycin,Lovastatin,risk or severity of adverse effects
DB00080,DB00439,Daptomycin,Cerivastatin,risk or severity of adverse effects
DB00080,DB00641,Daptomycin,Simvastatin,risk or severity of adverse effects
DB00080,DB01076,Daptomycin,Atorvastatin,risk or severity of adverse effects
DB00080,DB01095,Daptomycin,Fluvastatin,risk or severity of adverse effects
DB00080,DB01098,Daptomycin,Rosuvastatin,risk or severity of adverse effects
DB00080,DB08860,Daptomycin,Pitavastatin,risk or severity of adverse effects
DB00091,DB04855,Cyclosporine,Dronedarone,serum concentration
DB00091,DB08899,Cyclosporine,Enzalutamide,serum concentration
DB00091,DB00700,Cyclosporine,Eplerenone,hyperkalemic activities
DB00091,DB00679,Cyclosporine,Thioridazine,serum concentration
DB00091,DB00439,Cyclosporine,Cerivastatin,serum concentration
DB00091,DB00529,Cyclosporine,Foscarnet,nephrotoxic activities
DB00091,DB00247,Cyclosporine,Methysergide,risk or severity of adverse effects
DB00091,DB00320,Cyclosporine,Dihydroergotamine,risk or severity of adverse effects
DB00091,DB00589,Cyclosporine,Lisuride,risk or severity of adverse effects
DB00091,DB00696,Cyclosporine,Ergotamine,risk or severity of adverse effects
DB00091,DB00699,Cyclosporine,Nicergoline,risk or severity of adverse effects
DB00091,DB01253,Cyclosporine,Ergonovine,risk or severity of adverse effects
DB00091,DB13345,Cyclosporine,Dihydroergocristine,risk or severity of adverse effects
DB00091,DB00353,Cyclosporine,Methylergometrine,risk or severity of adverse effects
DB00091,DB00248,Cyclosporine,Cabergoline,risk or severity of adverse effects
DB00091,DB01186,Cyclosporine,Pergolide,risk or severity of adverse effects
DB00091,DB11273,Cyclosporine,Dihydroergocornine,risk or severity of adverse effects
DB00091,DB00528,Cyclosporine,Lercanidipine,serum concentration
DB00091,DB00227,Cyclosporine,Lovastatin,serum concentration
DB00091,DB00834,Cyclosporine,Mifepristone,serum concentration
DB00091,DB00613,Cyclosporine,Amodiaquine,serum concentration
DB00091,DB06589,Cyclosporine,Pazopanib,serum concentration
DB00091,DB08860,Cyclosporine,Pitavastatin,serum concentration
DB00091,DB06207,Cyclosporine,Silodosin,serum concentration
DB00091,DB06290,Cyclosporine,Simeprevir,serum concentration
DB00091,DB00641,Cyclosporine,Simvastatin,serum concentration
DB00091,DB06268,Cyclosporine,Sitaxentan,serum concentration
DB00091,DB01030,Cyclosporine,Topotecan,serum concentration
DB00091,DB06616,Cyclosporine,Bosutinib,serum concentration
DB00091,DB00604,Cyclosporine,Cisapride,serum concentration
DB00091,DB01184,Cyclosporine,Domperidone,serum concentration
DB00091,DB08864,Cyclosporine,Rilpivirine,serum concentration
DB00091,DB04908,Cyclosporine,Flibanserin,risk or severity of adverse effects
DB00091,DB09053,Cyclosporine,Ibrutinib,serum concentration
DB00091,DB09083,Cyclosporine,Ivabradine,serum concentration
DB00091,DB08827,Cyclosporine,Lomitapide,serum concentration
DB00091,DB00396,Cyclosporine,Progesterone,absorption
DB00091,DB09049,Cyclosporine,Naloxegol,serum concentration
DB00091,DB09074,Cyclosporine,Olaparib,serum concentration
DB00091,DB00204,Cyclosporine,Dofetilide,serum concentration
DB00091,DB00541,Cyclosporine,Vincristine,serum concentration
DB00091,DB13783,Cyclosporine,Acemetacin,risk or severity of renal failure
DB00091,DB01100,Cyclosporine,Pimozide,serum concentration
DB00091,DB00908,Cyclosporine,Quinidine,serum concentration
DB00091,DB00243,Cyclosporine,Ranolazine,serum concentration
DB00091,DB00337,Cyclosporine,Pimecrolimus,risk or severity of adverse effects
DB00091,DB08895,Cyclosporine,Tofacitinib,immunosuppressive activities
DB00091,DB06695,Cyclosporine,Dabigatran etexilate,serum concentration
DB00091,DB06212,Cyclosporine,Tolvaptan,serum concentration
DB00091,DB09227,Cyclosporine,Barnidipine,serum concentration
DB00091,DB02703,Cyclosporine,Fusidic Acid,serum concentration
DB00091,DB09195,Cyclosporine,Lorpiprazole,serum concentration
DB00091,DB00864,Cyclosporine,Tacrolimus,nephrotoxic activities
DB00091,DB09027,Cyclosporine,Ledipasvir,serum concentration
DB00091,DB13615,Cyclosporine,Mifamurtide,therapeutic efficacy
DB00091,DB05239,Cyclosporine,Cobimetinib,serum concentration
DB00091,DB09026,Cyclosporine,Aliskiren,serum concentration
DB00091,DB01076,Cyclosporine,Atorvastatin,serum concentration
DB00091,DB00559,Cyclosporine,Bosentan,serum concentration
DB00091,DB00384,Cyclosporine,Triamterene,risk or severity of hyperkalemia
DB00091,DB00594,Cyclosporine,Amiloride,risk or severity of hyperkalemia
DB00091,DB00421,Cyclosporine,Spironolactone,risk or severity of hyperkalemia
DB00091,DB02659,Cyclosporine,Cholic Acid,excretion rate of higher serum level
DB00091,DB00872,Cyclosporine,Conivaptan,serum concentration
DB00091,DB08934,Cyclosporine,Sofosbuvir,serum concentration
DB00091,DB08865,Cyclosporine,Crizotinib,serum concentration
DB00091,DB01222,Cyclosporine,Budesonide,serum concentration
DB00091,DB11642,Cyclosporine,Pitolisant,serum concentration
DB00091,DB09075,Cyclosporine,Edoxaban,serum concentration
DB00091,DB00264,Cyclosporine,Metoprolol,serum concentration
DB00091,DB00625,Cyclosporine,Efavirenz,serum concentration
DB00091,DB00773,Cyclosporine,Etoposide,metabolism
DB00091,DB01590,Cyclosporine,Everolimus,serum concentration
DB00091,DB00973,Cyclosporine,Ezetimibe,serum concentration
DB00091,DB01095,Cyclosporine,Fluvastatin,serum concentration
DB00091,DB01320,Cyclosporine,Fosphenytoin,serum concentration
DB00091,DB00563,Cyclosporine,Methotrexate,serum concentration
DB00091,DB00648,Cyclosporine,Mitotane,serum concentration
DB00091,DB01204,Cyclosporine,Mitoxantrone,serum concentration
DB00091,DB01083,Cyclosporine,Orlistat,serum concentration
DB00091,DB00252,Cyclosporine,Phenytoin,metabolism
DB00091,DB00175,Cyclosporine,Pravastatin,serum concentration
DB00091,DB08881,Cyclosporine,Vemurafenib,serum concentration
DB00091,DB01024,Cyclosporine,Mycophenolic acid,serum concentration
DB00091,DB00220,Cyclosporine,Nelfinavir,serum concentration
DB00091,DB00224,Cyclosporine,Indinavir,serum concentration
