drug1_name,drug2_name,drug1_normalized,drug2_normalized,interaction_type
Pyridoxine,Thiopental,pyridoxine,thiopental,metabolism
Pyridoxine,Phenytoin,pyridoxine,phenytoin,metabolism
Menadione,Vemurafenib,menadione,vemurafenib,serum concentration
Menadione,Fluvoxamine,menadione,fluvoxamine,metabolism
Menadione,Midostaurin,menadione,midostaurin,metabolism
Menadione,Bortezomib,menadione,bortezomib,metabolism
Menadione,Caffeine,menadione,caffeine,metabolism
Menadione,Theophylline,menadione,theophylline,metabolism
Menadione,Lidocaine,menadione,lidocaine,metabolism
Menadione,Citalopram,menadione,citalopram,metabolism
Menadione,Nevirapine,menadione,nevirapine,metabolism
Menadione,Tenofovir disoproxil,menadione,tenofovir disoproxil,metabolism
Menadione,Azithromycin,menadione,azithromycin,metabolism
Menadione,Tretinoin,menadione,tretinoin,thrombogenic activities
Menadione,Deferasirox,menadione,deferasirox,serum concentration
Menadione,Nicotine,menadione,nicotine,metabolism
Pravastatin,Bortezomib,pravastatin,bortezomib,serum concentration
Pravastatin,Lovastatin,pravastatin,lovastatin,serum concentration
Pravastatin,Nevirapine,pravastatin,nevirapine,serum concentration
Pravastatin,Diltiazem,pravastatin,diltiazem,serum concentration
Pravastatin,Mirtazapine,pravastatin,mirtazapine,serum concentration
Pravastatin,Amlodipine,pravastatin,amlodipine,serum concentration
Pravastatin,Sorafenib,pravastatin,sorafenib,serum concentration
Pravastatin,Alprazolam,pravastatin,alprazolam,serum concentration
Pravastatin,Betamethasone,pravastatin,betamethasone,serum concentration
Pravastatin,Loratadine,pravastatin,loratadine,serum concentration
Pravastatin,Vincristine,pravastatin,vincristine,serum concentration
Pravastatin,Imatinib,pravastatin,imatinib,serum concentration
Pravastatin,Testosterone,pravastatin,testosterone,serum concentration
Pravastatin,Simvastatin,pravastatin,simvastatin,serum concentration
Pravastatin,Tamoxifen,pravastatin,tamoxifen,serum concentration
Pravastatin,Losartan,pravastatin,losartan,serum concentration
Pravastatin,Midazolam,pravastatin,midazolam,serum concentration
Pravastatin,Ergotamine,pravastatin,ergotamine,serum concentration
Pravastatin,Hydrocortisone,pravastatin,hydrocortisone,serum concentration
Pravastatin,Modafinil,pravastatin,modafinil,serum concentration
Pravastatin,Irinotecan,pravastatin,irinotecan,serum concentration
Pravastatin,Etoposide,pravastatin,etoposide,serum concentration
Pravastatin,Roxithromycin,pravastatin,roxithromycin,serum concentration
Pravastatin,Fentanyl,pravastatin,fentanyl,serum concentration
Pravastatin,Tadalafil,pravastatin,tadalafil,serum concentration
Pravastatin,Diazepam,pravastatin,diazepam,serum concentration
Pravastatin,Prednisolone,pravastatin,prednisolone,serum concentration
Pravastatin,Tacrolimus,pravastatin,tacrolimus,serum concentration
Pravastatin,Sirolimus,pravastatin,sirolimus,serum concentration
Pravastatin,Buprenorphine,pravastatin,buprenorphine,serum concentration
Pravastatin,Methylprednisolone,pravastatin,methylprednisolone,serum concentration
Pravastatin,Doxorubicin,pravastatin,doxorubicin,serum concentration
Pravastatin,Nitrendipine,pravastatin,nitrendipine,serum concentration
Pravastatin,Nifedipine,pravastatin,nifedipine,serum concentration
Pravastatin,Rabeprazole,pravastatin,rabeprazole,serum concentration
Pravastatin,Cilostazol,pravastatin,cilostazol,serum concentration
Pravastatin,Clindamycin,pravastatin,clindamycin,serum concentration
Pravastatin,Lopinavir,pravastatin,lopinavir,serum concentration
Pravastatin,Fosamprenavir,pravastatin,fosamprenavir,serum concentration
Pravastatin,Temsirolimus,pravastatin,temsirolimus,serum concentration
Pravastatin,Sildenafil,pravastatin,sildenafil,serum concentration
Pravastatin,Risperidone,pravastatin,risperidone,serum concentration
Pravastatin,Omeprazole,pravastatin,omeprazole,serum concentration
Pravastatin,Miconazole,pravastatin,miconazole,serum concentration
Pravastatin,Fluvoxamine,pravastatin,fluvoxamine,serum concentration
Pravastatin,Fluoxetine,pravastatin,fluoxetine,serum concentration
Pravastatin,Sertraline,pravastatin,sertraline,serum concentration
Pravastatin,Cyclophosphamide,pravastatin,cyclophosphamide,serum concentration
Pravastatin,Verapamil,pravastatin,verapamil,serum concentration
Pravastatin,Progesterone,pravastatin,progesterone,serum concentration
Pravastatin,Caffeine,pravastatin,caffeine,serum concentration
Pravastatin,Docetaxel,pravastatin,docetaxel,serum concentration
Pravastatin,Haloperidol,pravastatin,haloperidol,serum concentration
Pravastatin,Lidocaine,pravastatin,lidocaine,serum concentration
Pravastatin,Chloramphenicol,pravastatin,chloramphenicol,serum concentration
Pravastatin,Ciprofloxacin,pravastatin,ciprofloxacin,serum concentration
Pravastatin,Lansoprazole,pravastatin,lansoprazole,serum concentration
Pravastatin,Nilotinib,pravastatin,nilotinib,serum concentration
Pravastatin,Repaglinide,pravastatin,repaglinide,serum concentration
Pravastatin,Tetracycline,pravastatin,tetracycline,serum concentration
Pravastatin,Tramadol,pravastatin,tramadol,serum concentration
Pravastatin,Methylergometrine,pravastatin,methylergometrine,serum concentration
Pravastatin,Desipramine,pravastatin,desipramine,serum concentration
Pravastatin,Metronidazole,pravastatin,metronidazole,serum concentration
Pravastatin,Clozapine,pravastatin,clozapine,serum concentration
Pravastatin,Zafirlukast,pravastatin,zafirlukast,serum concentration
Pravastatin,Ambroxol,pravastatin,ambroxol,serum concentration
Pravastatin,Anastrozole,pravastatin,anastrozole,serum concentration
Pravastatin,Atomoxetine,pravastatin,atomoxetine,serum concentration
Pravastatin,Azithromycin,pravastatin,azithromycin,serum concentration
Pravastatin,Chlorzoxazone,pravastatin,chlorzoxazone,serum concentration
Pravastatin,Clemastine,pravastatin,clemastine,serum concentration
Pravastatin,Doxycycline,pravastatin,doxycycline,serum concentration
Pravastatin,Irbesartan,pravastatin,irbesartan,serum concentration
Pravastatin,Levofloxacin,pravastatin,levofloxacin,serum concentration
Pravastatin,Olanzapine,pravastatin,olanzapine,serum concentration
Pravastatin,Pilocarpine,pravastatin,pilocarpine,serum concentration
Pravastatin,Rosuvastatin,pravastatin,rosuvastatin,serum concentration
Pravastatin,Propofol,pravastatin,propofol,serum concentration
Pravastatin,Raloxifene,pravastatin,raloxifene,serum concentration
Pravastatin,Ranitidine,pravastatin,ranitidine,serum concentration
Pravastatin,Rivastigmine,pravastatin,rivastigmine,serum concentration
Pravastatin,Salbutamol,pravastatin,salbutamol,serum concentration
Pravastatin,Thiopental,pravastatin,thiopental,serum concentration
Pravastatin,Tioconazole,pravastatin,tioconazole,serum concentration
Pravastatin,Valproic Acid,pravastatin,valproic acid,serum concentration
Pravastatin,Ezetimibe,pravastatin,ezetimibe,serum concentration
Pravastatin,Linagliptin,pravastatin,linagliptin,serum concentration
Pravastatin,Regorafenib,pravastatin,regorafenib,serum concentration
Pravastatin,Olaparib,pravastatin,olaparib,serum concentration
Pravastatin,Manidipine,pravastatin,manidipine,serum concentration
Pravastatin,Ritonavir,pravastatin,ritonavir,serum concentration
Pravastatin,Fluconazole,pravastatin,fluconazole,risk or severity of adverse effects
Pravastatin,Atorvastatin,pravastatin,atorvastatin,risk or severity of adverse effects
Pravastatin,Danazol,pravastatin,danazol,risk or severity of myopathy and rhabdomyolysis
Pravastatin,Pazopanib,pravastatin,pazopanib,serum concentration
Pravastatin,Silodosin,pravastatin,silodosin,serum concentration
Pravastatin,Topotecan,pravastatin,topotecan,serum concentration
Pravastatin,Ibrutinib,pravastatin,ibrutinib,serum concentration
Pravastatin,Gemfibrozil,pravastatin,gemfibrozil,"risk or severity of rhabdomyolysis, myoglobinuria, and elevated creatine kinase (CPK)"
Pravastatin,Tolvaptan,pravastatin,tolvaptan,serum concentration
Pravastatin,Trabectedin,pravastatin,trabectedin,myopathic rhabdomyolysis activities
Pravastatin,Erlotinib,pravastatin,erlotinib,risk or severity of adverse effects
Pravastatin,Fusidic Acid,pravastatin,fusidic acid,serum concentration
Pravastatin,Ketoconazole,pravastatin,ketoconazole,serum concentration
Pravastatin,Bosutinib,pravastatin,bosutinib,serum concentration
Pravastatin,Metoprolol,pravastatin,metoprolol,serum concentration
Pravastatin,Pimecrolimus,pravastatin,pimecrolimus,risk or severity of rhabdomyolysis
Pravastatin,Ivermectin,pravastatin,ivermectin,risk or severity of rhabdomyolysis
Pravastatin,Nystatin,pravastatin,nystatin,risk or severity of rhabdomyolysis
Pravastatin,Amphotericin B,pravastatin,amphotericin b,risk or severity of rhabdomyolysis
Pravastatin,Amiodarone,pravastatin,amiodarone,serum concentration
Pravastatin,Vemurafenib,pravastatin,vemurafenib,serum concentration
Pravastatin,Rifabutin,pravastatin,rifabutin,metabolism
Pravastatin,Rifampicin,pravastatin,rifampicin,metabolism
Pravastatin,Carbamazepine,pravastatin,carbamazepine,metabolism
Pravastatin,Clarithromycin,pravastatin,clarithromycin,serum concentration
Pravastatin,Colchicine,pravastatin,colchicine,myopathic rhabdomyolysis activities
Pravastatin,Phenytoin,pravastatin,phenytoin,serum concentration
Pravastatin,Capecitabine,pravastatin,capecitabine,metabolism
Pravastatin,Midostaurin,pravastatin,midostaurin,metabolism
Pravastatin,Everolimus,pravastatin,everolimus,serum concentration
Pravastatin,Dabigatran etexilate,pravastatin,dabigatran etexilate,serum concentration of active metabolites
Pravastatin,Deferasirox,pravastatin,deferasirox,serum concentration
Pravastatin,Bosentan,pravastatin,bosentan,metabolism
Pravastatin,Ledipasvir,pravastatin,ledipasvir,serum concentration
Pravastatin,Darunavir,pravastatin,darunavir,serum concentration
Pravastatin,Efavirenz,pravastatin,efavirenz,serum concentration
Pravastatin,Valsartan,pravastatin,valsartan,metabolism
Pravastatin,Leflunomide,pravastatin,leflunomide,metabolism
Pravastatin,Eltrombopag,pravastatin,eltrombopag,serum concentration
Pravastatin,Itraconazole,pravastatin,itraconazole,serum concentration
Pravastatin,Paroxetine,pravastatin,paroxetine,risk or severity
Pravastatin,Raltegravir,pravastatin,raltegravir,myopathic rhabdomyolysis activities
Pravastatin,Nintedanib,pravastatin,nintedanib,serum concentration
Pravastatin,Vincristine,pravastatin,vincristine,excretion
Pravastatin,Magnesium oxide,pravastatin,magnesium oxide,serum concentration
Pravastatin,Hydrotalcite,pravastatin,hydrotalcite,serum concentration
Pravastatin,Magnesium hydroxide,pravastatin,magnesium hydroxide,serum concentration
Pravastatin,Bismuth Subcitrate,pravastatin,bismuth subcitrate,serum concentration
Pravastatin,Sodium bicarbonate,pravastatin,sodium bicarbonate,serum concentration
Pravastatin,Aprepitant,pravastatin,aprepitant,serum concentration
Pravastatin,Dasatinib,pravastatin,dasatinib,serum concentration
Fluvoxamine,Lovastatin,fluvoxamine,lovastatin,serum concentration
Fluvoxamine,Simvastatin,fluvoxamine,simvastatin,serum concentration
Fluvoxamine,Rosuvastatin,fluvoxamine,rosuvastatin,serum concentration
Fluvoxamine,Ergotamine,fluvoxamine,ergotamine,risk or severity of adverse effects
Fluvoxamine,Methylergometrine,fluvoxamine,methylergometrine,risk or severity of adverse effects
Fluvoxamine,Thalidomide,fluvoxamine,thalidomide,central nervous system depressant (CNS depressant) activities
Fluvoxamine,Atorvastatin,fluvoxamine,atorvastatin,risk or severity of adverse effects
Fluvoxamine,Pazopanib,fluvoxamine,pazopanib,serum concentration
Fluvoxamine,Vemurafenib,fluvoxamine,vemurafenib,risk or severity of QTc prolongation
Fluvoxamine,Silodosin,fluvoxamine,silodosin,serum concentration
Fluvoxamine,Topotecan,fluvoxamine,topotecan,serum concentration
Fluvoxamine,Bosutinib,fluvoxamine,bosutinib,serum concentration
Fluvoxamine,Domperidone,fluvoxamine,domperidone,serum concentration
Fluvoxamine,Ibrutinib,fluvoxamine,ibrutinib,serum concentration
Fluvoxamine,Ivabradine,fluvoxamine,ivabradine,serum concentration
Fluvoxamine,Olaparib,fluvoxamine,olaparib,serum concentration
Fluvoxamine,Tolvaptan,fluvoxamine,tolvaptan,serum concentration
Fluvoxamine,Agomelatine,fluvoxamine,agomelatine,serum concentration
Fluvoxamine,Linezolid,fluvoxamine,linezolid,serotonergic activities
Fluvoxamine,Pomalidomide,fluvoxamine,pomalidomide,serum concentration
Fluvoxamine,Ramelteon,fluvoxamine,ramelteon,serum concentration
Fluvoxamine,Doxorubicin,fluvoxamine,doxorubicin,serum concentration
Fluvoxamine,Metoprolol,fluvoxamine,metoprolol,serum concentration
Fluvoxamine,Tamoxifen,fluvoxamine,tamoxifen,serum concentration
Fluvoxamine,Rasagiline,fluvoxamine,rasagiline,serum concentration
Fluvoxamine,Desipramine,fluvoxamine,desipramine,risk or severity of adverse effects
Fluvoxamine,Tianeptine,fluvoxamine,tianeptine,risk or severity of adverse effects
Fluvoxamine,Tacrolimus,fluvoxamine,tacrolimus,metabolism
Fluvoxamine,Cilostazol,fluvoxamine,cilostazol,serum concentration
Fluvoxamine,Theophylline,fluvoxamine,theophylline,metabolism
Fluvoxamine,Aminophylline,fluvoxamine,aminophylline,metabolism
Fluvoxamine,Colchicine,fluvoxamine,colchicine,serum concentration
Fluvoxamine,Eletriptan,fluvoxamine,eletriptan,serum concentration
Fluvoxamine,Everolimus,fluvoxamine,everolimus,serum concentration
Fluvoxamine,Fentanyl,fluvoxamine,fentanyl,serum concentration
Fluvoxamine,Bortezomib,fluvoxamine,bortezomib,metabolism
Fluvoxamine,Caffeine,fluvoxamine,caffeine,metabolism
Fluvoxamine,Lidocaine,fluvoxamine,lidocaine,metabolism
Fluvoxamine,Zolmitriptan,fluvoxamine,zolmitriptan,metabolism
Fluvoxamine,Verapamil,fluvoxamine,verapamil,metabolism
Fluvoxamine,Warfarin,fluvoxamine,warfarin,metabolism
Fluvoxamine,Estradiol,fluvoxamine,estradiol,metabolism
Fluvoxamine,Diazepam,fluvoxamine,diazepam,metabolism
Fluvoxamine,Ranitidine,fluvoxamine,ranitidine,metabolism
Fluvoxamine,Ondansetron,fluvoxamine,ondansetron,metabolism
Fluvoxamine,Frovatriptan,fluvoxamine,frovatriptan,metabolism
Fluvoxamine,Levobupivacaine,fluvoxamine,levobupivacaine,metabolism
Fluvoxamine,Leflunomide,fluvoxamine,leflunomide,metabolism
Fluvoxamine,Pantoprazole,fluvoxamine,pantoprazole,metabolism
Fluvoxamine,Chlorzoxazone,fluvoxamine,chlorzoxazone,metabolism
Fluvoxamine,Diclofenac,fluvoxamine,diclofenac,metabolism
Fluvoxamine,Palonosetron,fluvoxamine,palonosetron,metabolism
Fluvoxamine,Melatonin,fluvoxamine,melatonin,metabolism
Fluvoxamine,Nifedipine,fluvoxamine,nifedipine,metabolism
Fluvoxamine,Fluoxetine,fluvoxamine,fluoxetine,metabolism
Fluvoxamine,Amiodarone,fluvoxamine,amiodarone,metabolism
Fluvoxamine,Terbinafine,fluvoxamine,terbinafine,metabolism
Fluvoxamine,Cinnarizine,fluvoxamine,cinnarizine,metabolism
Fluvoxamine,Diphenhydramine,fluvoxamine,diphenhydramine,metabolism
Fluvoxamine,Naproxen,fluvoxamine,naproxen,metabolism
Fluvoxamine,Omeprazole,fluvoxamine,omeprazole,metabolism
Fluvoxamine,Betaxolol,fluvoxamine,betaxolol,metabolism
Fluvoxamine,Trifluoperazine,fluvoxamine,trifluoperazine,metabolism
Fluvoxamine,Albendazole,fluvoxamine,albendazole,metabolism
Fluvoxamine,Aprepitant,fluvoxamine,aprepitant,metabolism
Fluvoxamine,Dinoprostone,fluvoxamine,dinoprostone,metabolism
Fluvoxamine,Etoposide,fluvoxamine,etoposide,metabolism
Fluvoxamine,Mianserin,fluvoxamine,mianserin,metabolism
Fluvoxamine,Nicotine,fluvoxamine,nicotine,metabolism
Fluvoxamine,Oxaliplatin,fluvoxamine,oxaliplatin,metabolism
Fluvoxamine,Progesterone,fluvoxamine,progesterone,metabolism
Fluvoxamine,Propofol,fluvoxamine,propofol,metabolism
Fluvoxamine,Rifabutin,fluvoxamine,rifabutin,metabolism
Fluvoxamine,Ritonavir,fluvoxamine,ritonavir,metabolism
Fluvoxamine,Sertraline,fluvoxamine,sertraline,metabolism
Fluvoxamine,Dasatinib,fluvoxamine,dasatinib,metabolism
Fluvoxamine,Eltrombopag,fluvoxamine,eltrombopag,metabolism
Fluvoxamine,Rizatriptan,fluvoxamine,rizatriptan,metabolism
Fluvoxamine,Dapagliflozin,fluvoxamine,dapagliflozin,metabolism
Fluvoxamine,Midostaurin,fluvoxamine,midostaurin,metabolism
Fluvoxamine,Lansoprazole,fluvoxamine,lansoprazole,metabolism
Fluvoxamine,Formoterol,fluvoxamine,formoterol,metabolism
Fluvoxamine,Amoxicillin,fluvoxamine,amoxicillin,metabolism
Fluvoxamine,Rabeprazole,fluvoxamine,rabeprazole,metabolism
Fluvoxamine,Diltiazem,fluvoxamine,diltiazem,metabolism
Fluvoxamine,Clarithromycin,fluvoxamine,clarithromycin,metabolism
Fluvoxamine,Trabectedin,fluvoxamine,trabectedin,metabolism
Fluvoxamine,Chloramphenicol,fluvoxamine,chloramphenicol,metabolism
Fluvoxamine,Cyclophosphamide,fluvoxamine,cyclophosphamide,metabolism
Fluvoxamine,Ambrisentan,fluvoxamine,ambrisentan,metabolism
Fluvoxamine,Escitalopram,fluvoxamine,escitalopram,metabolism
Fluvoxamine,Tolterodine,fluvoxamine,tolterodine,metabolism
Fluvoxamine,Sildenafil,fluvoxamine,sildenafil,metabolism
Fluvoxamine,Gliclazide,fluvoxamine,gliclazide,metabolism
Fluvoxamine,Atomoxetine,fluvoxamine,atomoxetine,metabolism
Fluvoxamine,Dopamine,fluvoxamine,dopamine,metabolism
Fluvoxamine,Doxazosin,fluvoxamine,doxazosin,metabolism
Fluvoxamine,Ibuprofen,fluvoxamine,ibuprofen,metabolism
Fluvoxamine,Pethidine,fluvoxamine,pethidine,metabolism
Fluvoxamine,Quetiapine,fluvoxamine,quetiapine,metabolism
Fluvoxamine,Testosterone,fluvoxamine,testosterone,metabolism
Fluvoxamine,Timolol,fluvoxamine,timolol,metabolism
Fluvoxamine,Valproic Acid,fluvoxamine,valproic acid,metabolism
Fluvoxamine,Zidovudine,fluvoxamine,zidovudine,metabolism
Fluvoxamine,Prasugrel,fluvoxamine,prasugrel,metabolism
Fluvoxamine,Rupatadine,fluvoxamine,rupatadine,metabolism
Fluvoxamine,Paroxetine,fluvoxamine,paroxetine,metabolism
Fluvoxamine,Lopinavir,fluvoxamine,lopinavir,metabolism
Fluvoxamine,Sumatriptan,fluvoxamine,sumatriptan,risk or severity of adverse effects
